OrderID,Date,CustomerID,Product,Quantity,UnitPrice,ShippingAddress,PaymentMethod,OrderStatus,TrackingNumber,ItemsInCart,CouponCode,ReferralSource,TotalPrice,OrderYear,OrderQuarter,OrderMonth,OrderDayOfWeek,IsWeekend,OrderMonthSin,OrderMonthCos,ComputedGrossPrice,TotalPriceDelta,TotalPriceDeltaAbs,HasCoupon,CouponFamily,IsDigitalPayment,CartUtilization,GrossCartValue,UnpurchasedCartItems,UnpurchasedCartValue,AddressNumber,UnitPriceTier,OrderValueSegment
ORD200026,2024-03-06,C21944,Laptop,5,59.55,296 Main St,Online,Delivered,TRK80276812,6,NO_COUPON,Referral,297.75,2024,1,3,2,0,1.0,6.123233995736766e-17,297.75,0.0,0.0,0,NoCoupon,1,0.8333333333333334,357.3,1,59.55,296,Budget,Low
ORD200027,2024-02-22,C97593,Printer,1,472.74,881 Main St,Online,Shipped,TRK89117573,6,WINTER15,Google,472.74,2024,1,2,3,0,0.8660254037844386,0.5000000000000001,472.74,0.0,0.0,1,Seasonal15,1,0.16666666666666666,2836.44,5,2363.7,881,High,Medium
ORD200028,2023-11-21,C59823,Phone,4,160.07,568 Main St,Online,Pending,TRK65895539,5,NO_COUPON,Email,640.28,2023,4,11,1,0,-0.5000000000000004,0.8660254037844384,640.28,0.0,0.0,0,NoCoupon,1,0.8,800.35,1,160.07,568,Budget,Medium
ORD200029,2024-09-20,C33260,Desk,3,423.53,930 Main St,Credit Card,Delivered,TRK59744090,6,SAVE10,Referral,1270.59,2024,3,9,4,0,-1.0,-1.8369701987210297e-16,1270.59,0.0,0.0,1,Discount10,1,0.5,2541.18,3,1270.59,930,High,High
ORD200030,2025-03-22,C44267,Monitor,2,426.7,895 Main St,Online,Pending,TRK54751444,5,SAVE10,Referral,853.4,2025,1,3,5,1,1.0,6.123233995736766e-17,853.4,0.0,0.0,1,Discount10,1,0.4,2133.5,3,1280.1,895,High,High
ORD200031,2023-06-30,C26445,Chair,3,500.08,996 Main St,Debit Card,Returned,TRK31229981,6,NO_COUPON,Facebook,1500.24,2023,2,6,4,0,1.2246467991473532e-16,-1.0,1500.24,0.0,0.0,0,NoCoupon,1,0.5,3000.48,3,1500.24,996,High,High
ORD200032,2023-05-01,C12388,Tablet,5,536.72,830 Main St,Cash,Delivered,TRK99261395,10,NO_COUPON,Email,2683.6,2023,2,5,0,0,0.49999999999999994,-0.8660254037844387,2683.6,0.0,0.0,0,NoCoupon,0,0.5,5367.2,5,2683.6,830,Luxury,Premium
ORD200033,2023-06-05,C52184,Chair,1,162.77,912 Main St,Online,Cancelled,TRK73312471,4,WINTER15,Facebook,162.77,2023,2,6,0,0,1.2246467991473532e-16,-1.0,162.77,0.0,0.0,1,Seasonal15,1,0.25,651.08,3,488.31,912,Budget,Low
ORD200034,2023-01-07,C67195,Chair,4,576.52,926 Main St,Credit Card,Pending,TRK55467915,5,WINTER15,Facebook,2306.08,2023,1,1,5,1,0.49999999999999994,0.8660254037844387,2306.08,0.0,0.0,1,Seasonal15,1,0.8,2882.6,1,576.52,926,Luxury,Premium
ORD200035,2024-12-07,C50304,Monitor,2,465.15,128 Main St,Online,Shipped,TRK46850888,2,SAVE10,Facebook,930.3,2024,4,12,5,1,-2.4492935982947064e-16,1.0,930.3,0.0,0.0,1,Discount10,1,1.0,930.3,0,0.0,128,High,High
ORD200036,2025-05-08,C59337,Laptop,2,534.43,465 Main St,Debit Card,Pending,TRK50961250,5,NO_COUPON,Facebook,1068.86,2025,2,5,3,0,0.49999999999999994,-0.8660254037844387,1068.86,0.0,0.0,0,NoCoupon,1,0.4,2672.15,3,1603.29,465,Luxury,High
ORD200037,2024-10-14,C10054,Laptop,2,76.74,409 Main St,Cash,Returned,TRK94005261,7,SAVE10,Instagram,153.48,2024,4,10,0,0,-0.8660254037844386,0.5000000000000001,153.48,0.0,0.0,1,Discount10,0,0.2857142857142857,537.18,5,383.7,409,Budget,Low
ORD200038,2024-12-19,C15924,Laptop,1,245.89,549 Main St,Debit Card,Delivered,TRK14835975,3,SAVE10,Google,245.89,2024,4,12,3,0,-2.4492935982947064e-16,1.0,245.89,0.0,0.0,1,Discount10,1,0.3333333333333333,737.67,2,491.78,549,Standard,Low
ORD200039,2025-02-27,C96664,Printer,3,256.46,666 Main St,Credit Card,Delivered,TRK85508960,4,SAVE10,Referral,769.38,2025,1,2,3,0,0.8660254037844386,0.5000000000000001,769.38,0.0,0.0,1,Discount10,1,0.75,1025.84,1,256.46,666,Standard,Medium
ORD200040,2023-08-20,C84766,Desk,2,344.02,267 Main St,Online,Delivered,TRK78967923,4,FREESHIP,Instagram,688.04,2023,3,8,6,1,-0.8660254037844385,-0.5000000000000004,688.04,0.0,0.0,1,FreeShipping,1,0.5,1376.08,2,688.04,267,Standard,Medium
ORD200041,2023-12-05,C20212,Monitor,3,611.45,657 Main St,Gift Card,Pending,TRK69733327,4,FREESHIP,Instagram,1834.35,2023,4,12,1,0,-2.4492935982947064e-16,1.0,1834.35,0.0,0.0,1,FreeShipping,1,0.75,2445.8,1,611.45,657,Luxury,Premium
ORD200042,2024-05-06,C28712,Printer,2,151.66,980 Main St,Cash,Cancelled,TRK40772558,6,NO_COUPON,Instagram,303.32,2024,2,5,0,0,0.49999999999999994,-0.8660254037844387,303.32,0.0,0.0,0,NoCoupon,0,0.3333333333333333,909.96,4,606.64,980,Budget,Low
ORD200043,2023-12-14,C60572,Chair,3,499.21,871 Main St,Online,Cancelled,TRK20351666,8,NO_COUPON,Instagram,1497.63,2023,4,12,3,0,-2.4492935982947064e-16,1.0,1497.63,0.0,0.0,0,NoCoupon,1,0.375,3993.68,5,2496.05,871,High,High
ORD200044,2025-04-21,C73225,Phone,2,550.18,996 Main St,Gift Card,Returned,TRK73848522,3,FREESHIP,Referral,1100.36,2025,2,4,0,0,0.8660254037844387,-0.4999999999999998,1100.36,0.0,0.0,1,FreeShipping,1,0.6666666666666666,1650.54,1,550.18,996,Luxury,High
ORD200045,2024-02-10,C17388,Chair,1,317.25,157 Main St,Debit Card,Returned,TRK47077395,1,SAVE10,Facebook,317.25,2024,1,2,5,1,0.8660254037844386,0.5000000000000001,317.25,0.0,0.0,1,Discount10,1,1.0,317.25,0,0.0,157,Standard,Low
ORD200046,2024-06-26,C43212,Monitor,4,550.14,223 Main St,Debit Card,Pending,TRK25100762,4,FREESHIP,Instagram,2200.56,2024,2,6,2,0,1.2246467991473532e-16,-1.0,2200.56,0.0,0.0,1,FreeShipping,1,1.0,2200.56,0,0.0,223,Luxury,Premium
ORD200047,2023-07-19,C38134,Desk,2,209.94,323 Main St,Credit Card,Returned,TRK42450754,3,FREESHIP,Email,419.88,2023,3,7,2,0,-0.4999999999999997,-0.8660254037844388,419.88,0.0,0.0,1,FreeShipping,1,0.6666666666666666,629.82,1,209.94,323,Standard,Medium
ORD200048,2023-08-26,C12408,Monitor,2,80.77,464 Main St,Debit Card,Shipped,TRK38938858,4,NO_COUPON,Google,161.54,2023,3,8,5,1,-0.8660254037844385,-0.5000000000000004,161.54,0.0,0.0,0,NoCoupon,1,0.5,323.08,2,161.54,464,Budget,Low
ORD200049,2023-10-07,C11985,Printer,1,30.44,633 Main St,Credit Card,Shipped,TRK53272402,1,SAVE10,Email,30.44,2023,4,10,5,1,-0.8660254037844386,0.5000000000000001,30.44,0.0,0.0,1,Discount10,1,1.0,30.44,0,0.0,633,Budget,Low
ORD200050,2023-07-31,C96494,Tablet,1,179.22,446 Main St,Online,Cancelled,TRK14675049,6,FREESHIP,Instagram,179.22,2023,3,7,0,0,-0.4999999999999997,-0.8660254037844388,179.22,0.0,0.0,1,FreeShipping,1,0.16666666666666666,1075.32,5,896.1,446,Budget,Low
ORD200051,2024-12-30,C36778,Tablet,1,388.33,434 Main St,Cash,Returned,TRK67610289,2,SAVE10,Facebook,388.33,2024,4,12,0,0,-2.4492935982947064e-16,1.0,388.33,0.0,0.0,1,Discount10,0,0.5,776.66,1,388.33,434,High,Low
ORD200052,2024-09-08,C30513,Tablet,1,586.44,232 Main St,Online,Returned,TRK64320429,5,SAVE10,Facebook,586.44,2024,3,9,6,1,-1.0,-1.8369701987210297e-16,586.44,0.0,0.0,1,Discount10,1,0.2,2932.2,4,2345.76,232,Luxury,Medium
ORD200053,2024-05-18,C67551,Phone,4,488.78,512 Main St,Online,Returned,TRK94992552,5,FREESHIP,Google,1955.12,2024,2,5,5,1,0.49999999999999994,-0.8660254037844387,1955.12,0.0,0.0,1,FreeShipping,1,0.8,2443.9,1,488.78,512,High,Premium
ORD200054,2025-03-27,C48120,Chair,1,280.25,623 Main St,Online,Pending,TRK11014449,5,WINTER15,Email,280.25,2025,1,3,3,0,1.0,6.123233995736766e-17,280.25,0.0,0.0,1,Seasonal15,1,0.2,1401.25,4,1121.0,623,Standard,Low
ORD200055,2025-06-24,C95984,Printer,3,344.4,565 Main St,Online,Cancelled,TRK67434829,3,NO_COUPON,Facebook,1033.2,2025,2,6,1,0,1.2246467991473532e-16,-1.0,1033.2,0.0,0.0,0,NoCoupon,1,1.0,1033.2,0,0.0,565,Standard,High
ORD200056,2023-05-21,C54298,Tablet,3,479.21,566 Main St,Cash,Cancelled,TRK62902341,5,WINTER15,Referral,1437.63,2023,2,5,6,1,0.49999999999999994,-0.8660254037844387,1437.63,0.0,0.0,1,Seasonal15,0,0.6,2396.05,2,958.42,566,High,High
ORD200057,2023-01-22,C88036,Printer,5,314.27,842 Main St,Cash,Returned,TRK52470128,6,SAVE10,Instagram,1571.35,2023,1,1,6,1,0.49999999999999994,0.8660254037844387,1571.35,0.0,0.0,1,Discount10,0,0.8333333333333334,1885.62,1,314.27,842,Standard,High
ORD200058,2023-01-15,C60190,Phone,4,474.69,202 Main St,Gift Card,Cancelled,TRK70857868,6,SAVE10,Google,1898.76,2023,1,1,6,1,0.49999999999999994,0.8660254037844387,1898.76,0.0,0.0,1,Discount10,1,0.6666666666666666,2848.14,2,949.38,202,High,Premium
ORD200059,2024-09-11,C97603,Chair,4,593.27,811 Main St,Online,Shipped,TRK47055028,5,NO_COUPON,Facebook,2373.08,2024,3,9,2,0,-1.0,-1.8369701987210297e-16,2373.08,0.0,0.0,0,NoCoupon,1,0.8,2966.35,1,593.27,811,Luxury,Premium
ORD200060,2024-08-21,C39256,Desk,1,417.1,634 Main St,Debit Card,Returned,TRK23412025,3,FREESHIP,Referral,417.1,2024,3,8,2,0,-0.8660254037844385,-0.5000000000000004,417.1,0.0,0.0,1,FreeShipping,1,0.3333333333333333,1251.3,2,834.2,634,High,Medium
ORD200061,2024-03-24,C61618,Desk,4,122.2,104 Main St,Cash,Delivered,TRK43458485,7,FREESHIP,Facebook,488.8,2024,1,3,6,1,1.0,6.123233995736766e-17,488.8,0.0,0.0,1,FreeShipping,0,0.5714285714285714,855.4,3,366.6,104,Budget,Medium
ORD200062,2023-08-22,C36497,Desk,2,43.15,691 Main St,Debit Card,Pending,TRK12102911,3,WINTER15,Email,86.3,2023,3,8,1,0,-0.8660254037844385,-0.5000000000000004,86.3,0.0,0.0,1,Seasonal15,1,0.6666666666666666,129.45,1,43.15,691,Budget,Low
ORD200063,2025-02-02,C96695,Chair,1,564.86,813 Main St,Debit Card,Shipped,TRK64283851,6,WINTER15,Referral,564.86,2025,1,2,6,1,0.8660254037844386,0.5000000000000001,564.86,0.0,0.0,1,Seasonal15,1,0.16666666666666666,3389.16,5,2824.3,813,Luxury,Medium
ORD200064,2025-06-25,C49720,Printer,3,130.61,752 Main St,Debit Card,Cancelled,TRK55785217,4,FREESHIP,Facebook,391.83,2025,2,6,2,0,1.2246467991473532e-16,-1.0,391.83,0.0,0.0,1,FreeShipping,1,0.75,522.44,1,130.61,752,Budget,Low
ORD200065,2023-12-30,C97735,Monitor,5,81.7,385 Main St,Credit Card,Delivered,TRK13743703,6,NO_COUPON,Instagram,408.5,2023,4,12,5,1,-2.4492935982947064e-16,1.0,408.5,0.0,0.0,0,NoCoupon,1,0.8333333333333334,490.2,1,81.7,385,Budget,Low
ORD200066,2024-11-15,C18104,Chair,5,127.18,715 Main St,Cash,Cancelled,TRK15488568,9,SAVE10,Referral,635.9,2024,4,11,4,0,-0.5000000000000004,0.8660254037844384,635.9,0.0,0.0,1,Discount10,0,0.5555555555555556,1144.62,4,508.72,715,Budget,Medium
ORD200067,2024-12-09,C25587,Printer,4,12.1,440 Main St,Debit Card,Cancelled,TRK55105323,8,NO_COUPON,Google,48.4,2024,4,12,0,0,-2.4492935982947064e-16,1.0,48.4,0.0,0.0,0,NoCoupon,1,0.5,96.8,4,48.4,440,Budget,Low
ORD200068,2023-12-11,C41598,Chair,3,490.92,709 Main St,Credit Card,Pending,TRK81665940,5,FREESHIP,Email,1472.76,2023,4,12,0,0,-2.4492935982947064e-16,1.0,1472.76,0.0,0.0,1,FreeShipping,1,0.6,2454.6,2,981.84,709,High,High
ORD200069,2023-05-11,C43338,Monitor,3,478.65,552 Main St,Online,Shipped,TRK35241775,4,NO_COUPON,Referral,1435.95,2023,2,5,3,0,0.49999999999999994,-0.8660254037844387,1435.95,0.0,0.0,0,NoCoupon,1,0.75,1914.6,1,478.65,552,High,High
ORD200070,2023-05-26,C25123,Desk,1,629.21,384 Main St,Gift Card,Pending,TRK27812282,2,FREESHIP,Instagram,629.21,2023,2,5,4,0,0.49999999999999994,-0.8660254037844387,629.21,0.0,0.0,1,FreeShipping,1,0.5,1258.42,1,629.21,384,Luxury,Medium
ORD200071,2025-06-10,C37454,Monitor,3,434.45,923 Main St,Credit Card,Pending,TRK28252730,4,NO_COUPON,Referral,1303.35,2025,2,6,1,0,1.2246467991473532e-16,-1.0,1303.35,0.0,0.0,0,NoCoupon,1,0.75,1737.8,1,434.45,923,High,High
ORD200072,2024-12-22,C19451,Tablet,4,589.44,942 Main St,Gift Card,Returned,TRK87787793,5,NO_COUPON,Facebook,2357.76,2024,4,12,6,1,-2.4492935982947064e-16,1.0,2357.76,0.0,0.0,0,NoCoupon,1,0.8,2947.2,1,589.44,942,Luxury,Premium
ORD200073,2023-05-03,C17269,Monitor,4,433.45,129 Main St,Gift Card,Cancelled,TRK79608389,4,NO_COUPON,Facebook,1733.8,2023,2,5,2,0,0.49999999999999994,-0.8660254037844387,1733.8,0.0,0.0,0,NoCoupon,1,1.0,1733.8,0,0.0,129,High,Premium
ORD200074,2023-06-24,C25382,Phone,5,90.87,622 Main St,Cash,Pending,TRK64691287,5,NO_COUPON,Instagram,454.35,2023,2,6,5,1,1.2246467991473532e-16,-1.0,454.35,0.0,0.0,0,NoCoupon,0,1.0,454.35,0,0.0,622,Budget,Medium
ORD200075,2023-09-26,C80651,Tablet,3,398.17,917 Main St,Debit Card,Delivered,TRK14846720,5,SAVE10,Email,1194.51,2023,3,9,1,0,-1.0,-1.8369701987210297e-16,1194.51,0.0,0.0,1,Discount10,1,0.6,1990.85,2,796.34,917,High,High
ORD200076,2024-03-31,C58638,Laptop,4,382.88,239 Main St,Cash,Cancelled,TRK38224871,6,WINTER15,Email,1531.52,2024,1,3,6,1,1.0,6.123233995736766e-17,1531.52,0.0,0.0,1,Seasonal15,0,0.6666666666666666,2297.28,2,765.76,239,High,High
ORD200077,2024-05-24,C50121,Phone,1,583.18,348 Main St,Credit Card,Returned,TRK79810059,5,NO_COUPON,Google,583.18,2024,2,5,4,0,0.49999999999999994,-0.8660254037844387,583.18,0.0,0.0,0,NoCoupon,1,0.2,2915.9,4,2332.72,348,Luxury,Medium
ORD200078,2024-08-06,C32029,Printer,4,175.36,146 Main St,Debit Card,Delivered,TRK68535532,4,FREESHIP,Instagram,701.44,2024,3,8,1,0,-0.8660254037844385,-0.5000000000000004,701.44,0.0,0.0,1,FreeShipping,1,1.0,701.44,0,0.0,146,Budget,Medium
ORD200079,2025-03-10,C76700,Tablet,2,311.91,103 Main St,Online,Shipped,TRK13036341,2,NO_COUPON,Facebook,623.82,2025,1,3,0,0,1.0,6.123233995736766e-17,623.82,0.0,0.0,0,NoCoupon,1,1.0,623.82,0,0.0,103,Standard,Medium
ORD200080,2023-06-27,C29041,Phone,3,589.56,591 Main St,Online,Returned,TRK28840655,6,NO_COUPON,Facebook,1768.68,2023,2,6,1,0,1.2246467991473532e-16,-1.0,1768.68,0.0,0.0,0,NoCoupon,1,0.5,3537.36,3,1768.68,591,Luxury,Premium
ORD200081,2023-06-08,C29314,Monitor,2,394.3,496 Main St,Cash,Shipped,TRK59876213,6,FREESHIP,Email,788.6,2023,2,6,3,0,1.2246467991473532e-16,-1.0,788.6,0.0,0.0,1,FreeShipping,0,0.3333333333333333,2365.8,4,1577.2,496,High,Medium
ORD200082,2024-01-05,C65799,Tablet,4,565.2,971 Main St,Debit Card,Shipped,TRK66906607,9,SAVE10,Google,2260.8,2024,1,1,4,0,0.49999999999999994,0.8660254037844387,2260.8,0.0,0.0,1,Discount10,1,0.4444444444444444,5086.8,5,2826.0,971,Luxury,Premium
ORD200083,2023-08-22,C15681,Laptop,4,540.41,989 Main St,Credit Card,Cancelled,TRK75112172,6,NO_COUPON,Referral,2161.64,2023,3,8,1,0,-0.8660254037844385,-0.5000000000000004,2161.64,0.0,0.0,0,NoCoupon,1,0.6666666666666666,3242.46,2,1080.82,989,Luxury,Premium
ORD200084,2023-08-28,C64160,Monitor,2,165.49,967 Main St,Online,Shipped,TRK34121529,4,WINTER15,Instagram,330.98,2023,3,8,0,0,-0.8660254037844385,-0.5000000000000004,330.98,0.0,0.0,1,Seasonal15,1,0.5,661.96,2,330.98,967,Budget,Low
ORD200085,2024-09-09,C14553,Tablet,3,146.73,768 Main St,Cash,Delivered,TRK93538334,8,FREESHIP,Email,440.19,2024,3,9,0,0,-1.0,-1.8369701987210297e-16,440.19,0.0,0.0,1,FreeShipping,0,0.375,1173.84,5,733.65,768,Budget,Medium
ORD200086,2024-06-19,C88205,Printer,5,643.03,447 Main St,Online,Cancelled,TRK93504166,5,FREESHIP,Referral,3215.15,2024,2,6,2,0,1.2246467991473532e-16,-1.0,3215.15,0.0,0.0,1,FreeShipping,1,1.0,3215.15,0,0.0,447,Luxury,Premium
ORD200087,2024-10-10,C91245,Tablet,3,225.11,915 Main St,Cash,Shipped,TRK46976391,4,SAVE10,Facebook,675.33,2024,4,10,3,0,-0.8660254037844386,0.5000000000000001,675.33,0.0,0.0,1,Discount10,0,0.75,900.44,1,225.11,915,Standard,Medium
ORD200088,2025-06-05,C75439,Desk,3,114.81,318 Main St,Gift Card,Cancelled,TRK19831653,7,NO_COUPON,Google,344.43,2025,2,6,3,0,1.2246467991473532e-16,-1.0,344.43,0.0,0.0,0,NoCoupon,1,0.42857142857142855,803.67,4,459.24,318,Budget,Low
ORD200089,2025-02-25,C17181,Printer,5,455.33,291 Main St,Credit Card,Cancelled,TRK78912978,8,FREESHIP,Google,2276.65,2025,1,2,1,0,0.8660254037844386,0.5000000000000001,2276.65,0.0,0.0,1,FreeShipping,1,0.625,3642.64,3,1365.99,291,High,Premium
ORD200090,2023-09-18,C36540,Chair,4,182.08,611 Main St,Gift Card,Delivered,TRK35828122,4,SAVE10,Email,728.32,2023,3,9,0,0,-1.0,-1.8369701987210297e-16,728.32,0.0,0.0,1,Discount10,1,1.0,728.32,0,0.0,611,Budget,Medium
ORD200091,2023-03-15,C98216,Laptop,5,492.75,196 Main St,Cash,Shipped,TRK40986666,6,WINTER15,Referral,2463.75,2023,1,3,2,0,1.0,6.123233995736766e-17,2463.75,0.0,0.0,1,Seasonal15,0,0.8333333333333334,2956.5,1,492.75,196,High,Premium
